user_id,song_id,timestamp,duration_sec
user_0086,song_0172,2025-03-23 07:58:46,256
user_0079,song_0130,2025-03-29 00:05:46,258
user_0021,song_0163,2025-03-28 09:57:46,156
user_0082,song_0193,2025-03-26 02:15:46,152
user_0036,song_0083,2025-04-04 09:31:46,201
user_0041,song_0021,2025-04-07 13:39:46,148
user_0050,song_0187,2025-04-05 16:36:46,242
user_0053,song_0162,2025-03-29 16:40:46,135
user_0054,song_0193,2025-03-23 19:03:46,40
user_0098,song_0123,2025-04-11 06:47:46,182
user_0097,song_0114,2025-03-25 00:09:46,142
user_0063,song_0099,2025-03-27 17:48:46,229
user_0044,song_0113,2025-03-19 13:09:46,269
user_0017,song_0137,2025-04-11 05:21:46,43
user_0011,song_0046,2025-03-15 03:02:46,123
user_0007,song_0105,2025-04-05 03:16:46,197
user_0044,song_0113,2025-04-03 04:24:46,159
user_0011,song_0188,2025-03-25 17:01:46,209
user_0029,song_0180,2025-04-10 17:44:46,156
user_0026,song_0160,2025-04-07 10:39:46,94
user_0061,song_0150,2025-03-12 11:21:46,268
user_0090,song_0111,2025-04-05 22:07:46,88
user_0100,song_0080,2025-04-07 23:02:46,43
user_0040,song_0112,2025-03-30 12:01:46,68
user_0076,song_0170,2025-04-04 15:19:46,184
user_0088,song_0027,2025-03-16 23:28:46,51
user_0045,song_0196,2025-03-31 16:26:46,289
user_0083,song_0119,2025-03-16 02:04:46,84
user_0056,song_0163,2025-03-14 03:06:46,108
user_0056,song_0124,2025-03-11 20:35:46,168
user_0079,song_0138,2025-03-18 02:17:46,268
user_0056,song_0152,2025-04-03 07:47:46,155
user_0012,song_0110,2025-04-04 02:56:46,224
user_0044,song_0105,2025-04-06 02:09:46,138
user_0046,song_0093,2025-04-02 22:27:46,171
user_0072,song_0055,2025-04-09 10:33:46,238
user_0063,song_0059,2025-03-20 02:32:46,281
user_0058,song_0022,2025-04-02 11:14:46,237
user_0089,song_0174,2025-03-24 06:12:46,272
user_0071,song_0126,2025-03-19 00:00:46,199
user_0046,song_0078,2025-04-02 10:13:46,148
user_0016,song_0105,2025-04-08 00:30:46,124
user_0025,song_0131,2025-04-02 22:40:46,298
user_0077,song_0021,2025-03-16 12:10:46,181
user_0030,song_0097,2025-04-11 00:34:46,94
user_0036,song_0016,2025-03-25 08:49:46,94
user_0082,song_0126,2025-04-08 18:22:46,175
user_0061,song_0093,2025-04-06 17:02:46,159
user_0062,song_0032,2025-03-30 02:00:46,67
user_0074,song_0016,2025-04-07 13:42:46,185
user_0011,song_0031,2025-03-25 04:35:46,145
user_0100,song_0122,2025-03-13 03:41:46,182
user_0076,song_0079,2025-03-23 21:36:46,60
user_0079,song_0026,2025-03-12 11:42:46,138
user_0034,song_0063,2025-04-04 12:52:46,68
user_0021,song_0161,2025-03-19 22:31:46,270
user_0038,song_0104,2025-03-20 09:08:46,262
user_0010,song_0076,2025-03-16 21:27:46,131
user_0055,song_0101,2025-03-22 13:42:46,166
user_0019,song_0039,2025-03-17 08:18:46,177
user_0057,song_0088,2025-03-20 05:03:46,169
user_0065,song_0161,2025-04-08 22:23:46,50
user_0056,song_0144,2025-04-03 17:55:46,76
user_0030,song_0148,2025-03-24 18:05:46,167
user_0074,song_0048,2025-03-27 01:05:46,256
user_0036,song_0181,2025-03-28 21:07:46,281
user_0012,song_0096,2025-04-01 07:50:46,83
user_0021,song_0165,2025-04-01 20:11:46,235
user_0098,song_0122,2025-04-09 08:03:46,159
user_0042,song_0091,2025-03-15 01:14:46,30
user_0085,song_0119,2025-03-29 16:56:46,126
user_0067,song_0149,2025-03-22 03:42:46,56
user_0027,song_0029,2025-03-13 08:58:46,254
user_0090,song_0008,2025-03-21 22:01:46,152
user_0091,song_0172,2025-04-10 23:56:46,238
user_0012,song_0025,2025-03-28 14:47:46,108
user_0064,song_0075,2025-03-26 09:28:46,242
user_0062,song_0063,2025-03-27 23:59:46,104
user_0050,song_0144,2025-03-26 14:08:46,65
user_0036,song_0120,2025-04-01 01:28:46,166
user_0001,song_0087,2025-03-15 22:45:46,280
user_0020,song_0143,2025-03-31 07:27:46,223
user_0059,song_0049,2025-03-20 10:38:46,226
